geoid,name,universe,universe_annotation,universe_moe,universe_moe_annotation,state,county
01001,"Autauga County, Alabama",55380.0,,-555555555.0,*****,01,001
01003,"Baldwin County, Alabama",212830.0,,-555555555.0,*****,01,003
01005,"Barbour County, Alabama",25361.0,,-555555555.0,*****,01,005
01007,"Bibb County, Alabama",22493.0,,-555555555.0,*****,01,007
01009,"Blount County, Alabama",57681.0,,-555555555.0,*****,01,009
01011,"Bullock County, Alabama",10248.0,,-555555555.0,*****,01,011
01013,"Butler County, Alabama",19828.0,,-555555555.0,*****,01,013
01015,"Calhoun County, Alabama",114618.0,,-555555555.0,*****,01,015
01017,"Chambers County, Alabama",33660.0,,-555555555.0,*****,01,017
01019,"Cherokee County, Alabama",25903.0,,-555555555.0,*****,01,019
01021,"Chilton County, Alabama",44055.0,,-555555555.0,*****,01,021
01023,"Choctaw County, Alabama",12925.0,,-555555555.0,*****,01,023
01025,"Clarke County, Alabama",24128.0,,-555555555.0,*****,01,025
01027,"Clay County, Alabama",13337.0,,-555555555.0,*****,01,027
01029,"Cleburne County, Alabama",14916.0,,-555555555.0,*****,01,029
01031,"Coffee County, Alabama",51662.0,,-555555555.0,*****,01,031
01033,"Colbert County, Alabama",54771.0,,-555555555.0,*****,01,033
01035,"Conecuh County, Alabama",12394.0,,-555555555.0,*****,01,035
01037,"Coosa County, Alabama",10757.0,,-555555555.0,*****,01,037
01039,"Covington County, Alabama",37200.0,,-555555555.0,*****,01,039
01041,"Crenshaw County, Alabama",13844.0,,-555555555.0,*****,01,041
01043,"Cullman County, Alabama",82853.0,,-555555555.0,*****,01,043
01045,"Dale County, Alabama",49277.0,,-555555555.0,*****,01,045
01047,"Dallas County, Alabama",39149.0,,-555555555.0,*****,01,047
01049,"DeKalb County, Alabama",71310.0,,-555555555.0,*****,01,049
01051,"Elmore County, Alabama",81144.0,,-555555555.0,*****,01,051
01053,"Escambia County, Alabama",37057.0,,-555555555.0,*****,01,053
01055,"Etowah County, Alabama",102748.0,,-555555555.0,*****,01,055
01057,"Fayette County, Alabama",16494.0,,-555555555.0,*****,01,057
01059,"Franklin County, Alabama",31466.0,,-555555555.0,*****,01,059
01061,"Geneva County, Alabama",26417.0,,-555555555.0,*****,01,061
01063,"Greene County, Alabama",8324.0,,-555555555.0,*****,01,063
01065,"Hale County, Alabama",14809.0,,-555555555.0,*****,01,065
01067,"Henry County, Alabama",17133.0,,-555555555.0,*****,01,067
01069,"Houston County, Alabama",104702.0,,-555555555.0,*****,01,069
01071,"Jackson County, Alabama",51852.0,,-555555555.0,*****,01,071
01073,"Jefferson County, Alabama",659680.0,,-555555555.0,*****,01,073
01075,"Lamar County, Alabama",13885.0,,-555555555.0,*****,01,075
01077,"Lauderdale County, Alabama",92556.0,,-555555555.0,*****,01,077
01079,"Lawrence County, Alabama",33058.0,,-555555555.0,*****,01,079
01081,"Lee County, Alabama",161152.0,,-555555555.0,*****,01,081
01083,"Limestone County, Alabama",94727.0,,-555555555.0,*****,01,083
01085,"Lowndes County, Alabama",10079.0,,-555555555.0,*****,01,085
01087,"Macon County, Alabama",18708.0,,-555555555.0,*****,01,087
01089,"Madison County, Alabama",362276.0,,-555555555.0,*****,01,089
01091,"Marengo County, Alabama",19321.0,,-555555555.0,*****,01,091
01093,"Marion County, Alabama",29866.0,,-555555555.0,*****,01,093
01095,"Marshall County, Alabama",95643.0,,-555555555.0,*****,01,095
01097,"Mobile County, Alabama",414114.0,,-555555555.0,*****,01,097
01099,"Monroe County, Alabama",21270.0,,-555555555.0,*****,01,099
01101,"Montgomery County, Alabama",226941.0,,-555555555.0,*****,01,101
01103,"Morgan County, Alabama",119213.0,,-555555555.0,*****,01,103
01105,"Perry County, Alabama",9293.0,,-555555555.0,*****,01,105
01107,"Pickens County, Alabama",20243.0,,-555555555.0,*****,01,107
01109,"Pike County, Alabama",33333.0,,-555555555.0,*****,01,109
01111,"Randolph County, Alabama",22647.0,,-555555555.0,*****,01,111
01113,"Russell County, Alabama",57952.0,,-555555555.0,*****,01,113
01115,"St. Clair County, Alabama",87989.0,,-555555555.0,*****,01,115
01117,"Shelby County, Alabama",213432.0,,-555555555.0,*****,01,117
01119,"Sumter County, Alabama",12797.0,,-555555555.0,*****,01,119
01121,"Talladega County, Alabama",80387.0,,-555555555.0,*****,01,121
01123,"Tallapoosa County, Alabama",40541.0,,-555555555.0,*****,01,123
01125,"Tuscaloosa County, Alabama",207305.0,,-555555555.0,*****,01,125
01127,"Walker County, Alabama",64110.0,,-555555555.0,*****,01,127
01129,"Washington County, Alabama",16541.0,,-555555555.0,*****,01,129
01131,"Wilcox County, Alabama",10681.0,,-555555555.0,*****,01,131
01133,"Winston County, Alabama",23784.0,,-555555555.0,*****,01,133
02013,"Aleutians East Borough, Alaska",3385.0,,-555555555.0,*****,02,013
02016,"Aleutians West Census Area, Alaska",5698.0,,-555555555.0,*****,02,016
02020,"Anchorage Municipality, Alaska",293531.0,,-555555555.0,*****,02,020
02050,"Bethel Census Area, Alaska",18134.0,,-555555555.0,*****,02,050
02070,"Dillingham Census Area, Alaska",4961.0,,-555555555.0,*****,02,070
02090,"Fairbanks North Star Borough, Alaska",99072.0,,-555555555.0,*****,02,090
02100,"Haines Borough, Alaska",2518.0,,-555555555.0,*****,02,100
02105,"Hoonah-Angoon Census Area, Alaska",2139.0,,-555555555.0,*****,02,105
02110,"Juneau City and Borough, Alaska",32227.0,,-555555555.0,*****,02,110
02122,"Kenai Peninsula Borough, Alaska",58464.0,,-555555555.0,*****,02,122
02130,"Ketchikan Gateway Borough, Alaska",13800.0,,-555555555.0,*****,02,130
02150,"Kodiak Island Borough, Alaska",13451.0,,-555555555.0,*****,02,150
02158,"Kusilvak Census Area, Alaska",8250.0,,-555555555.0,*****,02,158
02170,"Matanuska-Susitna Borough, Alaska",105369.0,,-555555555.0,*****,02,170
02180,"Nome Census Area, Alaska",9988.0,,-555555555.0,*****,02,180
